"693E15","05025-P.DIV"
"8196E15","917031"
"7185C15","02NT2725"
"7185C15","02SA25G"
"7185C15","02NT27425"
"8206E15","09I1201"
"8206E15","09I1202"
"8206E15","04H2410"
"7180C15","02NT2725"
"8239E15","3211159"
"8239E15","321155"
"7182C15","02U4620"
"7182C15","09PE1109"
"7182C15","02NT2725"
"7182C15","211125"
"8207E15","12037"
"7184C15","12181"
"7184C15","811105"
"7184C15","02NP25"
"8208E15","09I1203"
"8208E15","66019"
"7184C15","12134013"
"8198E15","07074-HERB"
"7234C15","024000B"
"7177C15","02NAM25"
"7177C15","02S181818"
"8215E15","6651074"
"8214E15","03026-FUNG"
"8214E15","91701"
"8214E15","661120"
"8214E15","04PD1012"
"8214E15","04H2307"
"8214E15","12005"
"8254E15","1247"
"7195C15","02NCR25"
"7195C15","02MKP25"
"7195C15","02NP25"
"7195C15","02SPS25"
"7195C15","02SM25"
"7195C15","66745"
"7195C15","02AN27"
"7199C15","02SPS25"
"8264E15","12426"
"8230E15","12005"
"8232E15","12005"
"8231E15","09I1204"
"8231E15","12128"
"8231E15","04I1209"
"8231E15","12004"
"8248E15","120350"
"8248E15","12035"
"8262E15","66019"
"7211C15","02NT2725"
"7211C15","2.122E+28"
"7211C15","02NIT5"
"7211C15","21115"
"7211C15","02SA5"
"8267E15","08053-FUNG"
"8267E15","09I1203"
"8268E15","12046"
"7224C15","02121217N"
"7224C15","31080"
"7224C15","31087"
"7223C15","02121217N"
"7223C15","311119"
"8290E15","122113"
"8291E15","04H2413"
"8292E15","12036"
"8292E15","1004"
"8292E15","03001-INS"
"8293E15","1254"
"8293E15","07024-INS"
"8306E15","10014"
"7231C15","663009"
"7247C15","02A10240B6"
"7237C15","211125"
"7237C15","02NT2725"
"7237C15","101691"
"7471C15","31430"
"7471C15","319136"
"7471C15","2251525"
"8722E15","12004"
"8722E15","91703"
"8327E15","03009-HERB"
"8336E15","6697"
"8337E15","6697"
"7256C15","2.122E+28"
"7256C15","211125"
"7256C15","02NT2725"
"7256C15","212121725"
"7256C15","02NIT5"
"7256C15","21115"
"7256C15","21212175"
"8348E15","31R530G"
"7255C15","02OSM11229"
"7255C15","02NT274"
"7246C15","02201010B"
"7251C15","480114"
"7266C15","02GE5815B"
"8398E15","04I2450"
"8398E15","09I1203"
"7266C15","02PHYSI25"
"7266C15","02NP25"
"8377E15","08F2115"
"8374E15","07015-INS"
"8374E15","10014"
"8369E15","12035"
"8370E15","04H2411"
"8370E15","03006-INS"
"8370E15","644564"
"8370E15","12074"
"8370E15","12030"
"8392E15","91703"
"8392E15","644564"
"8392E15","66031"
"8392E15","08H1801"
"8392E15","09I1312"
"8392E15","6648"
"8494E15","04I1203"
"8396E15","07015-INS"
"8396E15","09F1903"
"8405E15","03009-HERB"
"8405E15","07073-HERB"
"8405E15","12038"
"8405E15","12037"
"8601E15","04H2413"
"7295C15","120064"
"7295C15","02SM25"
"7295C15","02MKP25"
"7295C15","12046"
"7307C15","02NT2725"
"8402E15","04PE1402"
"8402E15","08PD10"
"8404E15","664634"
"8404E15","12128"
"8404E15","04F1801"
"8404E15","124261"
"7277C15","28242425"
"8414E15","04I1105"
"7277C15","2010225"
"7267C15","20290070"
"8399E15","122111"
"7269C15","020030B"
"7276C15","020030B"
"7276C15","02SAGB500"
"7276C15","02SAG50K"
"7271C15","02NC25"
"7338C15","02TD244B6"
"8418E15","6697"
"7363C15","311820"
"8568E15","661103"
"7308C15","02NIT5"
"7308C15","02NT2725"
"7308C15","2.122E+28"
"7308C15","02SA5"
"7308C15","211125"
"8491E15","12037"
"8492E15","66112"
"8491E15","12038"
"8491E15","04F1801"
"8491E15","124261"
"8491E15","12436"
"8491E15","12542"
"8491E15","66031"
"8491E15","04PE1402"
"8491E15","03001-INS"
"8491E15","04H2411"
"7290C15","21212175"
"8444E15","12223"
"8444E15","1241"
"8444E15","12005"
"8444E15","64463"
"8444E15","12125"
"8446E15","6697"
"8445E15","04I2450"
"8445E15","12105"
"7286C15","22625"
"7301C15","02SAZ25"
"7301C15","02NC25"
"8472E15","05073-INS"
"8472E15","07014-INS"
"7294C15","22625"
"8461E15","04I1209"
"8515E15","08H1306"
"7393C15","99T"
"8468E15","05018-HERB"
"8468E15","03071-HERB"
"8468E15","05001-FUNG"
"8468E15","05000-FUNG"
"7310C15","2.122E+28"
"8470E15","91706"
"8470E15","04I2450"
"8470E15","12539"
"8470E15","12541"
"8470E15","121014"
"8471E15","122111"
"8471E15","661103"
"7302C15","02SMG500"
"7302C15","02F22600"
"7309C15","02NT2725"
"7309C15","211125"
"7309C15","02NIT5"
"7309C15","21115"
"7324C15","01BC500"
"8511E15","120014"
"8511E15","09F2003"
"8511E15","127112"
"8511E15","12072"
"7311C15","02NT2725"
"7311C15","211125"
"7311C15","2.122E+28"
"7311C15","21115"
"7311C15","02NIT5"
"7311C15","21212175"
"7311C15","02SA25G"
"7311C15","20087"
"7311C15","02SA5"
"7312C15","02SA25G"
"7312C15","02NT27425"
"7312C15","02NT2725"
"7312C15","211125"
"7312C15","09PE1109"
"7314C15","02SMG500"
"7314C15","020030B"
"7314C15","02NT01230B6"
"8506E15","661120"
"8506E15","05118-FUNG"
"8506E15","04PD1012"
"8521E15","663002"
"8521E15","124261"
"7350C15","2.122E+28"
"7350C15","02NT2725"
"7350C15","21115"
"7365C15","31019"
"7351C15","02U4620"
"7400C15","02NT2725"
"7400C15","02A81212"
"7400C15","02U4640"
"7400C15","211125"
"7354C15","2.122E+28"
"7354C15","02NT2725"
"7368C15","31019"
"8561E15","6648"
"7352C15","02NIT5"
"7352C15","02NT2725"
"8553E15","3211159"
"8553E15","321155"
"8553E15","3211407"
"7353C15","02NCR25"
"7353C15","02NM25"
"7353C15","02S134013"
"7353C15","02S15530"
"7353C15","02S181818"
"7367C15","0218460B6"
"8577E15","05000-FUNG"
"8577E15","6651074"
"8578E15","05000-FUNG"
"8578E15","6651074"
"8528E15","05000-FUNG"
"8529E15","05000-FUNG"
"8527E15","09I1203"
"8527E15","12541"
"8527E15","05118-FUNG"
"8527E15","050681-FUNG"
"7341C15","3191461"
"8540E15","04H2413"
"7339C15","22020"
"7337C15","01ORGB650"
"7337C15","02NCR25"
"7337C15","02SM25"
"7337C15","02NP25"
"7337C15","02MKP25"
"7340C15","20102"
"7340C15","02NCR25"
"7541C15","319239"
"7336C15","31430"
"8533E15","12033"
"8533E15","120331"
"8533E15","664634"
"8533E15","12004"
"8533E15","12007"
"7355C15","02NP25"
"7355C15","211125"
"7355C15","2.122E+28"
"7370C15","0218460B6"
"7370C15","02S18B"
"7343C15","08VAP"
"8556E15","12437"
"8556E15","6651074"
"7522C15","26312"
"7520C15","26312"
"7395C15","3190321"
"8563E15","04H2307"
"8563E15","10078-P.DIV"
"8563E15","08017-FUNG"
"8569E15","08017-FUNG"
"8564E15","12005"
"8564E15","04H3211"
"8564E15","0506-HERB"
"8562E15","04H2413"
"8625E15","66B10300"
"7441C15","02TD244B6"
"7441C15","319038"
"7385C15","024000B"
"8679E15","08F2200"
"8679E15","03088-INS"
"8679E15","04F1101"
"7376C15","020030B"
"7376C15","02SMG500"
"8586E15","07074-HERB"
"7377C15","02NIT5"
"7377C15","02SA5"
"7379C15","12066"
"7396C15","120430"
"7433C15","319158"
"7433C15","02TD244B6"
"7513C15","319132"
"7392C15","0218460B"
"7640C15","315758"
"7425C15","31019"
"7425C15","31430"
"7432C15","02201010B"
"8672E15","12216"
"7512C15","02S32ND"
"8648E15","09HERB4"
"8645E15","6651074"
"8645E15","12428"
"8645E15","04F2508"
"7415C15","02CP25"
"8646E15","6651074"
"8646E15","12428"
"8646E15","04F2508"
"7416C15","02CP25"
"7421C15","022058B"
"7438C15","225"
"7547C15","028248B6"
"7492C15","028248B6"
"7492C15","02TD244B6"
"7426C15","0226B500"
"7426C15","020030B"
"7475C15","31019"
"7434C15","2026525"
"7434C15","319138"
"8656E15","122113"
"8656E15","917031"
"8656E15","661103"
"7413C15","02A101022"
"7413C15","31109"
"7524C15","3111C33"
"8657E15","03009-HERB"
"8675E15","09HERB3"
"7517C15","028248B6"
"7517C15","02S18B"
"7517C15","319031"
"7517C15","319141"
"7495C15","31430"
"7440C15","31573"
"7470C15","02SMG500"
"7470C15","22020"
"8720E15","05071-FUNG"
"8720E15","12042"
"8720E15","6649374"
"7446C15","026919B"
"8700E15","122113"
"8988E15","04H2413"
"8988E15","12120"
"8701E15","1004"
"7444C15","22625"
"8697E15","04H2307"
"7454C15","31019"
"7447C15","19PP300"
"7447C15","19PT200"
"7447C15","2121020"
"7447C15","4800268"
"7452C15","020030B"
"8721E15","03001-INS"
"8721E15","12036"
"8721E15","12711"
"7472C15","02NC25"
"7469C15","21212175"
"7469C15","21115"
"7469C15","02NT2725"
"7484C15","02U4620"
"7593C15","66VAP1000"
"7894C15","01ORG"
"7946C15","01ORG"
"7506C15","211125"
"7506C15","02111B6"
"8717E15","05000-FUNG"
"8717E15","12127"
"7514C15","319135"
"7514C15","31019"
"7476C15","31019"
"8746E15","09HERB4"
"8746E15","AS2400"
"7530C15","31573"
"8714E15","07074-HERB"
"8724E15","122111"
"8724E15","1254"
"8724E15","121030"
"8724E15","661103"
"8731E15","07074-HERB"
"7548C15","319138"
"7548C15","2026525"
"8743E15","04PD1012"
"8743E15","1004"
"7488C15","02NIT5"
"7488C15","02SA5"
"8744E15","12005"
"8744E15","09I1402"
"8744E15","09I1202"
"8745E15","4811671"
"8745E15","66645"
"7739C15","225"
"7497C15","02U46BG"
"8747E15","07074-HERB"
"7487C15","02SA5"
"7500C15","02NT274B"
"8783E15","12428"
"8783E15","66341"
"8783E15","04F4001"
"8783E15","1216"
"8818E15","32100"
"8818E15","32102"
"7527C15","21846025"
"7527C15","31PT225"
"7538C15","31019"
"7521C15","31019"
"8757E15","644564"
"8757E15","09I1202"
"8757E15","09I1204"
"8769E15","1004"
"8768E15","04H2413"
"1410V15","66912"
"7515C15","3191461"
"7523C15","311821"
"7540C15","0218460B"
"7539C15","0218460B"
"7516C15","31430"
"7557C15","3125751"
"8785E15","12428"
"8785E15","04F2508"
"7568C15","02CP25"
"8787E15","12428"
"8787E15","04F2508"
"7570C15","02CP25"
"8786E15","12428"
"8786E15","04F2508"
"7569C15","02CP25"
"8789E15","03090-INS"
"7572C15","02122EB6"
"7549C15","31019"
"7586C15","3138004"
"7629C15","02121217N"
"8093C15","01VIT650"
"7615C15","3125751"
"7615C15","31019"
"8802E15","6697"
"7565C15","20102"
"7574C15","022058B"
"7574C15","02R31B"
"7574C15","02201010B"
"7650C15","319157"
"8820E15","04I2207"
"8895E15","04I2207"
"8820E15","121014"
"7585C15","02F2225"
"7585C15","02SMGE25"
"7616C15","02NCR25"
"7616C15","02MKP25"
"7616C15","02NP25"
"7616C15","02NAM25"
"7616C15","02SPS25"
"7616C15","02SM25"
"8864E15","12146"
"7616C15","66745"
"7616C15","02AN27"
"8821E15","64463"
"8822E15","12105"
"7595C15","02201010B"
"7591C15","66VAP1000"
"7621C15","20102"
"8872E15","122113"
"7614C15","02NCR25"
"7614C15","02NP25"
"7614C15","1271240"
"7614C15","12181818"
"7614C15","02NM25"
"7613C15","02NT2725"
"7613C15","211125"
"7607C15","022058B"
"7607C15","02SULF21B"
"8839E15","04H2412"
"8839E15","04PD1012"
"8840E15","04H2412"
"8840E15","04PD1012"
"7620C15","31019"
"7619C15","31019"
"8843E15","12005"
"7677C15","19PP140"
"8842E15","04PD1012"
"8842E15","12324"
"8842E15","91708"
"7596C15","66VAP1000"
"7602C15","31019"
"7637C15","21846025"
"8841E15","121035"
"8841E15","04I2450"
"8841E15","663009"
"7598C15","2.122E+28"
"7598C15","220101025"
"7598C15","22625"
"7598C15","21212175"
"7598C15","2101022"
"7700C15","31019"
"9569E15","122113"
"8940E15","122111"
"7604C15","02SMID500"
"7625C15","663001"
"7625C15","663016"
"8866E15","12073"
"8866E15","12120"
"8858E15","09HERB4"
"7736C15","319135"
"7736C15","319157"
"7736C15","02TD244B6"
"7610C15","02NIT5"
"7610C15","02SA5"
"7610C15","101691"
"7622C15","2001"
"8857E15","04I2450"
"7814C15","319136"
"7909C15","02201010B"
"7624C15","12047"
"7624C15","2000"
"7623C15","02NCB25"
"8871E15","66121"
"8912E15","04H2412"
"7626C15","22625"
"8869E15","66121"
"8869E15","91707"
"8869E15","04H2307"
"7767C15","31430"
"7712C15","319243"
"7712C15","319033"
"7712C15","319232"
"7712C15","3191461"
"8891E15","09HERB3"
"7796C15","31019"
"7796C15","28242425"
"9065E15","05073-FUNG"
"8907E15","07073-HERB"
"7648C15","1271240"
"7648C15","02NP25"
"7725C15","31019"
"7683C15","0218460B6"
"7675C15","02OSM11229"
"9098E15","66713"
"7662C15","672520"
"7665C15","02NC25"
"7682C15","31019"
"7682C15","319157"
"7738C15","31019"
"7815C15","319344"
"7738C15","02A61020B6"
"7760C15","319343"
"9048E15","122113"
"7681C15","225"
"7761C15","319343"
"7680C15","225"
"7740C15","225"
"8938E15","12245"
"8938E15","10002-FUNG"
"8938E15","6606-FUNG"
"7766C15","2581530"
"7766C15","2.122E+28"
"7766C15","02NT2725"
"7706C15","02NT274B600"
"7706C15","208643"
"8937E15","665252"
"7707C15","02NT274B600"
"7707C15","208633"
"8936E15","665252"
"8930E15","66121"
"8930E15","12324"
"8930E15","12541"
"8930E15","12047"
"9155E15","66019"
"8935E15","1004"
"8935E15","122113"
"8935E15","03111-INS"
"8935E15","07013-INS"
"8935E15","127112"
"7765C15","2.122E+28"
"7765C15","02NCR25"
"7765C15","02NP25"
"7765C15","02NT27425"
"8939E15","04F2704"
"8939E15","04PD1012"
"8939E15","6611201"
"7716C15","3125751"
"7763C15","02NIT5"
"7763C15","02NT2725"
"7763C15","21115"
"7763C15","2.122E+28"
"7763C15","02SA5"
"7763C15","02SA25G"
"7763C15","211125"
"8958E15","12006"
"8956E15","12006"
"8991E15","05007-INS"
"8072C15","319119"
"8944E15","04H2413"
"7836C15","31456"
"8957E15","09HERB4"
"8002C15","319132"
"7998C15","319243"
"7741C15","31019"
"9004E15","31R530G"
"8949E15","07024-INS"
"8949E15","04PD1012"
"8949E15","12216"
"8949E15","1004"
"7850C15","319033"
"7852C15","319032"
"7852C15","319157"
"7732C15","22020"
"7732C15","1271240"
"8959E15","6606"
"8960E15","07024-INS"
"8960E15","66341"
"7845C15","31019"
"7749C15","02NT274B"
"1669A15","31430"
"1669A15","31573"
"1669A15","02S1825"
"7798C15","3125751"
"7743C15","31573"
"7743C15","2721050"
"8294C15","01ORG"
"9003E15","120661"
"9003E15","120461"
"9003E15","8018"
"9003E15","66361"
"7764C15","31355"
"7813C15","02OSM11229"
"7958C15","319545"
"8005C15","02NP25"
"7820C15","319545"
"7820C15","319138"
"7797C15","3125751"
"7942C15","320151"
"7942C15","31356"
"8230C15","315682"
"9025E15","12502"
"9025E15","04I2207"
"9025E15","121014"
"7801C15","02NCB25"
"8996E15","07003-INS"
"7802C15","31430"
"7802C15","3125751"
"8998E15","31R930"
"8998E15","31R2030"
"7804C15","319545"
"7804C15","22020025"
"8997E15","10078-P.DIV"
"8997E15","917031"
"8997E15","09I1204"
"8997E15","07160-HERB"
"9028E15","05004-INS"
"9028E15","127112"
"9028E15","662614"
"8003C15","319156"
"7819C15","319545"
"9002E15","04H2410"
"7819C15","211125"
"7819C15","101691"
"7819C15","2.122E+28"
"7818C15","21846025"
"7818C15","02NT274"
"9001E15","12036"
"9001E15","1004"
"7868C15","31355"
"7828C15","31430"
"9015E15","09PD2"
"1449V15","122113"
"7830C15","02OSM11229"
"9170E15","03041-HERB"
"9170E15","04H2307"
"9170E15","1241"
"9396E15","12176"
"9396E15","06005-HERB"
"9609E15","06005-HERB"
"9170E15","09PD5"
"9170E15","04I2450"
"9170E15","120350"
"9170E15","12073"
"9170E15","12120"
"9609E15","121031"
"9396E15","AS1201"
"9170E15","122101"
"7921C15","0202010B"
"7921C15","312569"
"9052E15","66352"
"9052E15","64458-HERB"
"7877C15","02NIT5"
"7877C15","48150254"
"7877C15","482254"
"8002C15","319139"
"7998C15","319156"
"7855C15","312569"
"9029E15","05003-FUNG"
"9029E15","05002-FUNG"
"9292E15","12008"
"7925C15","2.122E+28"
"9339E15","12008"
"7898C15","2.122E+28"
"7865C15","220101025"
"7870C15","20102"
"7870C15","311820"
"7870C15","663016"
"9068E15","661103"
"9068E15","122113"
"9068E15","12324"
"7871C15","02121217NBB"
"7871C15","311820"
"7976C15","663016"
"9069E15","122113"
"7866C15","319545"
"7866C15","31566"
"7863C15","310111"
"7903C15","31368"
"7897C15","01ORG"
"7916C15","01ORG"
"9178E15","12426"
"7939C15","020040B"
"7939C15","0226B500"
"7957C15","0218460B"
"7957C15","319234"
"8009C15","20102"
"9163E15","04I2450"
"8174C15","31355"
"8174C15","02201010B"
"7899C15","20102"
"7930C15","319545"
"7889C15","08VAP"
"7889C15","02NT27425"
"9075E15","03007-FUNG"
"7952C15","20102"
"7908C15","024000B"
"9205E15","12411"
"9205E15","06005-HERB"
"9114E15","07072-HERB"
"9088E15","05142-HERB"
"9088E15","07047-HERB"
"9086E15","12425"
"9086E15","12324"
"9086E15","12070"
"7900C15","02NPG25"
"7999C15","3191401"
"7964C15","02131020B"
"7964C15","02A61020B6"
"7917C15","319136"
"7958C15","31019"
"7922C15","319138"
"7941C15","3126"
"7941C15","3127"
"9104E15","06002-HERB"
"9105E15","32101"
"7961C15","663016"
"7910C15","12046"
"9093E15","127112"
"9093E15","08053-FUNG"
"9093E15","12073"
"9093E15","120045"
"7933C15","22625"
"7944C15","0282424B6"
"9148E15","04H2413"
"9106E15","07161-HERB"
"7943C15","211125"
"7943C15","02NIT5"
"9115E15","66019"
"9115E15","09HERB4"
"7965C15","0226B500"
"8187C15","31096"
"9133E15","665253"
"9133E15","12137"
"9126E15","06005-HERB"
"7992C15","0282424B6"
"7992C15","225"
"7985C15","320151"
"7988C15","02S1825"
"7979C15","02SA25G"
"7979C15","211125"
"7979C15","2.122E+28"
"7979C15","02NT2725"
"9123E15","66031"
"7981C15","02NP25"
"7981C15","02NCR25"
"7981C15","02AN27"
"9131E15","09HERB4"
"9203E15","04I2450"
"9203E15","10019-P.DIV"
"7997C15","3703"
"7984C15","2.122E+28"
"7984C15","02S1825"
"7984C15","01ORGB650"
"7986C15","02S1825"
"9128E15","09I1201"
"9128E15","09I1202"
"9128E15","04F1002"
"9128E15","12201"
"9128E15","120331"
"9128E15","121012"
"1726A15","01ORG"
"1726A15","2.122E+28"
"1726A15","02NM25"
"1726A15","02NAM25"
"1471V15","1254"
"9127E15","12004"
"9127E15","12031"
"9127E15","12037"
"9127E15","121-RAT"
"1727A15","02S1825"
"1727A15","31430"
"9134E15","07161-HERB"
"8034C15","027210B6"
"8035C15","027210B6"
"9160E15","6648"
"8056C15","3201"
"8056C15","027210B"
"8017C15","702684"
"8016C15","02NIT5"
"8016C15","21115"
"8016C15","02SA5"
"8016C15","21212175"
"8016C15","02NT27425"
"9149E15","32099"
"9149E15","12004"
"9149E15","12007"
"9149E15","09I1201"
"9149E15","09I1202"
"9149E15","12038"
"9149E15","66424"
"9144E15","8018"
"9144E15","07032-FUNG"
"9144E15","12037"
"9144E15","12034"
"9145E15","661014"
"9162E15","04H2412"
"9142E15","06012-FUNG"
"8042C15","02122EB6"
"8042C15","02201010B"
"8042C15","02S18B"
"9197E15","12037"
"9197E15","121013"
"8030C15","31019"
"8030C15","319136"
"8030C15","315666"
"8023C15","026919B"
"9165E15","661103"
"8037C15","319546"
"9173E15","03070-HERB"
"9299E15","06005-HERB"
"9211E15","12005"
"8055C15","3126"
"8091C15","01SUB3"
"8041C15","02SAG25K"
"8041C15","02NAM25"
"8041C15","211125"
"8041C15","22625"
"9184E15","661104"
"9180E15","04H2411"
"9180E15","04H2410"
"8060C15","312569"
"8061C15","2.122E+28"
"8061C15","21846025"
"8054C15","02NT27425"
"8054C15","02SA25G"
"9199E15","09H1201"
"9216E15","6697"
"8075C15","08VAP1000"
"9218E15","04I2450"
"8070C15","3201"
"8071C15","3201"
"8148C15","3201"
"8148C15","319546"
"8148C15","3125701"
"9217E15","12036"
"9217E15","120350"
"9215E15","07161-HERB"
"8074C15","24131"
"8074C15","02A6820B"
"8089C15","31430"
"8097C15","319546"
"9239E15","12005"
"8098C15","311820"
"8098C15","02131020B"
"9250E15","12081"
"9226E15","050681-FUNG"
"9226E15","04PD1012"
"9226E15","661103"
"9226E15","6697"
"8082C15","663016"
"9224E15","31R030"
"9225E15","66031"
"8104C15","31019"
"8104C15","2721025"
"8090C15","02NIT5"
"8090C15","21115"
"8090C15","02SA5"
"9228E15","12070"
"9229E15","07072-HERB"
"8106C15","4832700"
"8100C15","01BC25"
"9230E15","09HERB4"
"8096C15","2.122E+28"
"9234E15","07030-FUNG"
"9234E15","05073-FUNG"
"9234E15","07014-INS"
"9234E15","07013-INS"
"8166C15","02SA25G"
"9275E15","04H2412"
"9275E15","04H2411"
"9237E15","04PD1012"
"9267E15","04PD1012"
"9257E15","04H2412"
"9257E15","04H2411"
"9257E15","03173-HERB"
"9257E15","03071-HERB"
"9257E15","120340"
"8186C15","01TS2"
"8105C15","01ORGB650"
"8105C15","09PE1109"
"9242E15","91703"
"9251E15","665253"
"8116C15","02U4640"
"8111C15","663015"
"9451E15","04F1514"
"9451E15","12120"
"9451E15","09PD5"
"9450E15","1241"
"9450E15","09PD5"
"9450E15","12036"
"9426E15","09PD5"
"9397E15","03041-HERB"
"9397E15","04H2307"
"9426E15","03111-INS"
"9397E15","66613"
"9426E15","04F1503"
"9397E15","12073"
"9426E15","91708"
"9426E15","12176"
"9426E15","05069-INS"
"9426E15","120350"
"9426E15","07015-INS"
"8467C15","AS2003"
"8467C15","AS1300"
"8467C15","663013"
"8467C15","48216"
"8467C15","1200046"
"8265C15","08VAP1000"
"8114C15","02NIT5"
"9475E15","665253"
"9259E15","04F2702"
"9259E15","06004-HERB"
"9360E15","07074-HERB"
"9268E15","04H2413"
"8165C15","225"
"8165C15","315666"
"8164C15","225"
"8164C15","027210B"
"8164C15","319546"
"9270E15","124261"
"9270E15","12033"
"9270E15","04H2411"
"8125C15","31019"
"9272E15","6697"
"9274E15","120350"
"8149C15","225"
"8131C15","31430"
"9584E15","99T"
"8132C15","31430"
"9280E15","12005"
"8151C15","32019"
"8142C15","2121020"
"8143C15","319135"
"8143C15","202017"
"9303E15","07072-HERB"
"8204C15","225"
"8203C15","225"
"9310E15","32097"
"9338E15","32097"
"8156C15","312569"
"8201C15","2721050"
"8201C15","2721025"
"8202C15","2721025"
"9335E15","03006-HERB"
"9335E15","661103"
"1778A15","01BC500"
"9298E15","12105"
"9298E15","05073-FUNG"
"9298E15","04F4001"
"9298E15","2262"
"9298E15","66341"
"8182C15","02201010B"
"8182C15","31355"
"9373E15","122-RAT"
"9302E15","12005"
"8160C15","312569"
"8160C15","3125751"
"9311E15","66112"
"9311E15","12004"
"9311E15","12007"
"9311E15","12005"
"9311E15","07160-HERB"
"9311E15","07162-HERB"
"8159C15","02U4640G"
"1509V15","665253"
"8236C15","31365"
"8236C15","21846025"
"8175C15","2101022"
"8244C15","312569"
"9331E15","06004-HERB"
"9331E15","09I1202"
"9331E15","661104"
"9331E15","66552"
"8223C15","2721025"
"8205C15","319546"
"8200C15","AS2400"
"8252C15","02201010B"
"8183C15","02SMG500"
"8183C15","01VIT650"
"8183C15","02S134013"
"9328E15","120350"
"9328E15","07013-FUNG"
"8176C15","09PE1109"
"8176C15","20087"
"9425E15","04I1212"
"9425E15","05069-INS"
"9425E15","07016-INS"
"9425E15","07074-HERB"
"9425E15","03041-HERB"
"9425E15","05065-FUNG"
"9425E15","050681-FUNG"
"9330E15","06002-HERB"
"8177C15","02NP25"
"8177C15","101691"
"9329E15","64456-HERB"
"9329E15","12007"
"9329E15","09I1202"
"9329E15","09HERB1"
"9329E15","04F1002"
"9329E15","12289"
"9333E15","12004"
"9333E15","120331"
"9334E15","07072-HERB"
"8232C15","31355"
"8416C15","3146H75"
"9456E15","12201"
"9345E15","12008"
"9340E15","09HERB3"
"9341E15","12203"
"9351E15","09HERB4"
"9351E15","120014"
"8210C15","0226B500"
"8210C15","99T"
"9382E15","03006-HERB"
"9361E15","04H2413"
"9361E15","99T"
"8220C15","02OSM11229"
"8221C15","02OSM11229"
"8221C15","02U4640"
"8291C15","31430"
"8291C15","02NIT5"
"9387E15","12004"
"9387E15","12007"
"9387E15","06004-HERB"
"9387E15","06002-HERB"
"8237C15","027210B"
"8211C15","319546"
"9358E15","07074-HERB"
"9359E15","06005-HERB"
"8272C15","319243"
"9375E15","04H2413"
"8231C15","31355"
"8250C15","02U46BG"
"8250C15","0218460B6"
"9371E15","08H1803"
"8208C15","AS2400"
"9372E15","07074-HERB"
"8229C15","6657"
"8229C15","6691"
"8229C15","02NT274B"
"9376E15","12291"
"8228C15","01ORGB650"
"9385E15","12005"
"9385E15","121-RAT"
"9377E15","32097"
"8271C15","225"
"9394E15","07072-HERB"
"8246C15","31019"
"8214C15","02F22600"
"8214C15","02SMG500"
"8214C15","663009"
"9374E15","6697"
"9395E15","66019"
"8273C15","31355"
"9378E15","09HERB4"
"9416E15","04H2413"
"9424E15","04I2450"
"9424E15","12073"
"9424E15","09PD5"
"9424E15","12176"
"9424E15","03041-HERB"
"9424E15","120350"
"9424E15","6606"
"8216C15","08VAP1000"
"9415E15","04H2413"
"9423E15","04I2450"
"9423E15","12073"
"9423E15","09PD5"
"9423E15","12176"
"9423E15","03041-HERB"
"9423E15","120350"
"9423E15","6606"
"8222C15","02S18B6"
"8222C15","02NT274B600"
"8226C15","312569"
"8226C15","2.122E+28"
"8257C15","31019"
"8366C15","31573"
"8258C15","02201010B"
"8319C15","319033"
"8317C15","319243"
"9389E15","32103"
"9408E15","07072-HERB"
"8259C15","24131"
"8259C15","02A6820"
"9418E15","03070-HERB"
"9418E15","12004"
"9418E15","661104"
"9418E15","120331"
"9418E15","12033"
"9418E15","09I1202"
"9421E15","09I1202"
"1528V15","665252"
"9411E15","09HERB4"
"9411E15","12216"
"8275C15","08VAP1000"
"8289C15","3125751"
"8313C15","3201"
"8281C15","02SMGE25"
"8281C15","2003025"
"9422E15","12491"
"8276C15","2010225"
"9417E15","09I1204"
"9417E15","09F2003"
"9417E15","12425"
"9429E15","12005"
"9429E15","99T"
"8324C15","21846025"
"8306C15","01SUB3"
"9446E15","04H2413"
"8307C15","66VAP1000"
"8307C15","99T"
"8336C15","21846025"
"8311C15","02201010B"
"8341C15","31368"
"8346C15","2.122E+28"
"8367C15","31573"
"8367C15","21846025"
"8320C15","01BC25"
"8320C15","211125"
"8320C15","02NT27425"
"8320C15","22625"
"8320C15","02SA25G"
"8320C15","02S1825"
"8320C15","21115"
"8320C15","02NIT5"
"8320C15","21212175"
"9462E15","04F4002"
"9461E15","32101"
"8321C15","02SA25G"
"9460E15","12005"
"9466E15","665252"
"9466E15","662614"
"9466E15","99T"
"8327C15","01TS2"
"8327C15","99T"
"8337C15","02201010B"
"9463E15","09I1204"
"9463E15","12128"
"9463E15","03006-INS"
"9458E15","12007"
"9458E15","04H2410"
"9458E15","04H2411"
"9464E15","07074-HERB"
"8369C15","020040B"
"8369C15","0226B500"
"8395C15","225"
"8338C15","211125"
"8338C15","02NT27425"
"8338C15","21846025"
"9472E15","09I1204"
"8335C15","02NT274B"
"9469E15","12004"
"8347C15","02NCR25"
"8347C15","66745"
"8347C15","02NP25"
"8347C15","02SPS25"
"8347C15","02SM25"
"8347C15","02MKP25"
"8347C15","02AN27"
"9525E15","09HERB3"
"9477E15","120014"
"9473E15","04F2902"
"9484E15","12225"
"9484E15","6606"
"9484E15","09HERB3"
"9478E15","03041-HERB"
"8376C15","31573"
"9479E15","8018"
"8350C15","0218460B"
